submission_id,platform,campaign_type,days_live,creator_followers,avg_views_30d,video_length_sec,views,likes,comments,shares,saves,reach,avg_watch_time_sec,completion_rate,tier1_audience_pct,profile_traffic_pct,search_traffic_pct,fyp_reels_explore_pct,graph_pattern,retention_pattern,max_view_jump_pct,flatline_hours_before_jump,like_freeze_flag,late_like_spike_flag,no_matching_engagement_flag,comment_quality,suspicious_comment_pct,repeated_comment_pct,bot_like_profile_pct,views_to_avg_multiplier,like_rate,comment_rate,share_rate,engagement_rate,reach_view_ratio,fraud_risk_score,risk_level,label,decision_recommendation,likely_fraud_type,reviewer_reason,suggested_action,source_type,source_note
SYN-0034,Instagram,Anime Edit,8,550,197,12,725,54,2,1,1,465,7.88,0.6563,0.7052,0.0481,0.0167,0.9028,smooth_gradual,gradual_drop,0.3404,1,False,False,False,mixed,0.0797,0.0744,0.0901,3.6802,0.074483,0.002759,0.001379,0.078621,0.641379,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0086,TikTok,Finance Explainer,1,165804,86233,8,383126,39326,4219,1899,1471,364185,3.65,0.4567,0.4219,0.1051,0.0961,0.7485,normal_viral_smooth,strong_retention,0.1264,1,False,False,False,relevant_discussion,0.0058,0.0484,0.1621,4.4429,0.102645,0.011012,0.004957,0.118614,0.950562,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0288,TikTok,Anime Edit,8,519,755,10,10000,18,1,3,25,7773,0.46,0.0465,0.1494,0.5926,0.5407,0.0,vertical_spike_no_engagement,very_low_watch_time,1.6406,62,False,False,True,emoji_spam,0.8122,0.8864,0.7996,13.245,0.0018,0.0001,0.0003,0.0022,0.7773,99,Critical,botted,Reject,view_injection,large sudden view jump; views rise without matching engagement; high views with almost no comments; high profile/search-style traffic,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0041,YouTube Shorts,Tech Gadget,7,43989,61659,30,53294,1546,109,30,27,46134,12.05,0.4016,0.5043,0.1407,0.0256,0.756,normal_viral_smooth,strong_retention,0.1183,4,False,False,False,short_but_relevant,0.0576,0.0499,0.1297,0.8643,0.029009,0.002045,0.000563,0.031617,0.865651,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0112,TikTok,Travel Hook,2,656,742,60,34179,633,22,28,112,25130,15.19,0.2532,0.2334,0.32,0.2744,0.4033,step_like_batches,low_watch_time,0.9159,6,False,False,False,unrelated,0.5579,0.4213,0.2678,46.0633,0.01852,0.000644,0.000819,0.019983,0.735247,49,Medium,suspicious,Needs Manual Review,needs_analytics,comment quality: unrelated,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0061,YouTube Shorts,Finance Explainer,5,12570,13738,25,35048,473,95,129,1,29112,14.78,0.591,0.4279,0.0372,0.041,0.8586,smooth_gradual,strong_retention,0.3716,0,False,False,False,relevant_discussion,0.0728,0.0214,0.1691,2.5512,0.013496,0.002711,0.003681,0.019887,0.830632,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0162,TikTok,Finance Explainer,10,1377,1158,15,52480,1010,7,89,127,42151,4.74,0.3161,0.6473,0.4045,0.222,0.3708,step_like_batches,flat_or_odd,1.4961,10,True,False,False,unrelated,0.2335,0.2093,0.5592,45.3195,0.019245,0.000133,0.001696,0.021075,0.803182,75,High,suspicious,Reject and ask for analytics in ticket,possible_engagement_pod,large sudden view jump; likes freeze while views increase; comment quality: unrelated,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0037,YouTube Shorts,Finance Explainer,11,13213,4184,12,19218,596,14,88,12,12186,4.82,0.4018,0.7265,0.015,0.1139,0.8614,normal_viral_smooth,gradual_drop,0.3573,4,False,False,False,short_but_relevant,0.0568,0.0049,0.007,4.5932,0.031013,0.000728,0.004579,0.03632,0.634093,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0118,YouTube Shorts,Tech Gadget,7,66647,40634,60,600000,5923,217,112,600,549595,9.38,0.1564,0.6313,0.5279,0.36,0.0278,flat_then_spike,flat_or_odd,1.0903,36,False,False,True,generic_repeated,0.2636,0.3351,0.3989,14.766,0.009872,0.000362,0.000187,0.01042,0.915992,69,High,suspicious,Reject and ask for analytics in ticket,possible_fake_views,large sudden view jump; views rise without matching engagement; high profile/search-style traffic; comment quality: generic_repeated,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0039,Instagram,Finance Explainer,7,10687,10900,60,32052,1596,248,356,135,24002,38.49,0.6415,0.4637,0.1786,0.0808,0.6487,smooth_gradual,strong_retention,0.1773,3,False,False,False,relevant_discussion,0.0606,0.0789,0.0656,2.9406,0.049794,0.007737,0.011107,0.068638,0.748846,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0243,YouTube Shorts,Car Slideshows,1,55767,29901,25,850000,2229,7,298,644,500833,2.03,0.0811,0.2644,0.8342,0.3733,0.0,step_like_batches,broken_or_missing,2.6993,46,False,False,False,none,0.8043,0.7031,0.4865,28.4271,0.002622,8e-06,0.000351,0.002981,0.589215,99,Critical,botted,Reject,fake_views,large sudden view jump; high profile/search-style traffic; comment quality: none,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0259,TikTok,Tech Gadget,3,75,50,25,10000,71,0,2,5,8029,3.35,0.1339,0.3847,0.6721,0.1604,0.1656,flat_then_spike,flat_retention,4.1438,26,False,True,True,emoji_spam,0.9785,0.3588,0.8349,200.0,0.0071,0.0,0.0002,0.0073,0.8029,99,Critical,botted,Reject,fake_views,large sudden view jump; views rise without matching engagement; high views with almost no comments; late like spike,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0250,Instagram,Anime Edit,2,179,152,25,21820,665,4,1,119,6273,0.87,0.035,0.0639,0.7703,0.5499,0.0,vertical_spike_no_engagement,flat_retention,3.5412,50,False,False,True,emoji_spam,0.9643,0.3883,0.8074,143.5526,0.030477,0.000183,4.6e-05,0.030706,0.287489,99,Critical,botted,Reject,view_injection,large sudden view jump; views rise without matching engagement; low reach-to-view ratio; high profile/search-style traffic,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0055,Instagram,Anime Edit,11,120,154,25,2015,80,7,18,11,1699,9.5,0.38,0.6012,0.122,0.037,0.7432,smooth_gradual,gradual_drop,0.2173,4,False,False,False,mixed,0.0978,0.0071,0.16,13.0844,0.039702,0.003474,0.008933,0.052109,0.843176,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0103,YouTube Shorts,AI App Demo,9,78,62,25,957,24,3,2,0,906,13.41,0.5363,0.7817,0.1975,0.0916,0.6131,smooth_gradual,strong_retention,0.3118,4,False,False,False,relevant_discussion,0.0772,0.0189,0.0881,15.4355,0.025078,0.003135,0.00209,0.030303,0.946708,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0127,Instagram,Finance Explainer,13,826,1034,30,35086,214,12,40,48,10022,7.54,0.2514,0.4575,0.532,0.1516,0.286,flat_then_spike,flat_or_odd,1.4279,25,False,False,True,emoji_spam,0.3771,0.3973,0.5925,33.9323,0.006099,0.000342,0.00114,0.007581,0.285641,51,Medium,suspicious,Needs Manual Review,possible_fake_views,large sudden view jump; views rise without matching engagement; low reach-to-view ratio; high profile/search-style traffic,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0019,Instagram,AI App Demo,7,1639,1349,25,2400,190,15,18,5,2062,17.18,0.6873,0.4731,0.0484,0.1312,0.7943,normal_viral_smooth,strong_retention,0.2947,2,False,False,False,relevant_discussion,0.0295,0.003,0.16,1.7791,0.079167,0.00625,0.0075,0.092917,0.859167,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0123,YouTube Shorts,AI App Demo,13,182707,270533,10,600000,6524,9,883,215,224322,1.16,0.1156,0.622,0.546,0.3663,0.0,low_engagement_smooth,low_watch_time,1.4972,8,False,False,False,generic_repeated,0.4561,0.3377,0.3985,2.2178,0.010873,1.5e-05,0.001472,0.01236,0.37387,68,High,suspicious,Reject and ask for analytics in ticket,needs_analytics,large sudden view jump; high profile/search-style traffic; comment quality: generic_repeated,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0205,Instagram,Fitness Clip,4,23451,22080,30,850000,37513,13,21,2135,24586,3.95,0.1316,0.146,0.5825,0.3395,0.0753,step_like_batches,broken_or_missing,1.9423,23,True,True,False,unrelated,0.5685,0.7485,0.7753,38.4964,0.044133,1.5e-05,2.5e-05,0.044173,0.028925,99,Critical,botted,Reject,fake_boost,large sudden view jump; likes freeze while views increase; late like spike; low reach-to-view ratio,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0101,Instagram,Anime Edit,11,60153,86847,12,306073,13129,1695,181,1210,233130,8.87,0.7395,0.5,0.0794,0.0656,0.7676,smooth_gradual,gradual_drop,0.1741,0,False,False,False,mixed,0.0402,0.0777,0.1592,3.5243,0.042895,0.005538,0.000591,0.049024,0.761681,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0077,YouTube Shorts,Mobile Game Speedrun,13,3818,4636,10,16282,455,17,56,4,15875,2.91,0.2912,0.6252,0.1652,0.0431,0.7754,smooth_gradual,strong_retention,0.3839,4,False,False,False,mixed,0.0128,0.0678,0.1396,3.5121,0.027945,0.001044,0.003439,0.032428,0.975003,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0129,YouTube Shorts,Anime Edit,13,4026,3481,25,49622,713,25,40,24,46501,6.21,0.2484,0.4247,0.3641,0.2166,0.4076,step_like_batches,sudden_drop,1.4148,20,False,False,False,generic_repeated,0.4254,0.4227,0.4506,14.2551,0.014369,0.000504,0.000806,0.015679,0.937105,54,Medium,suspicious,Needs Manual Review,possible_engagement_pod,large sudden view jump; comment quality: generic_repeated,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0059,Instagram,Fitness Clip,10,64199,33111,20,29666,2823,147,206,88,22282,9.65,0.4826,0.5767,0.1254,0.011,0.8268,normal_viral_smooth,strong_retention,0.3385,0,False,False,False,relevant_discussion,0.0562,0.0436,0.1116,0.896,0.095159,0.004955,0.006944,0.107059,0.751096,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0208,Instagram,Fitness Clip,12,705,1031,30,143027,469,3,27,99,39179,6.44,0.2147,0.206,0.8741,0.294,0.0,likes_freeze,very_low_watch_time,3.5885,42,True,False,True,unrelated,0.7766,0.7653,0.8955,138.7265,0.003279,2.1e-05,0.000189,0.003489,0.273927,99,Critical,botted,Reject,view_injection,large sudden view jump; views rise without matching engagement; high views with almost no comments; likes freeze while views increase,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0128,Instagram,Car Slideshows,5,351679,523955,30,600000,14784,8,31,1908,148149,8.3,0.2766,0.5677,0.5253,0.0432,0.3652,low_engagement_smooth,sudden_drop,1.1132,32,False,False,False,unrelated,0.3423,0.3748,0.3703,1.1451,0.02464,1.3e-05,5.2e-05,0.024705,0.246915,58,Medium,suspicious,Needs Manual Review,possible_fake_views,large sudden view jump; low reach-to-view ratio; high profile/search-style traffic; comment quality: unrelated,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0225,Instagram,Tech Gadget,14,94,95,60,10000,779,1,6,29,842,6.46,0.1077,0.3947,0.8435,0.5385,0.0,vertical_spike_no_engagement,broken_or_missing,1.9756,55,True,True,True,none,0.6491,0.445,0.8911,105.2632,0.0779,0.0001,0.0006,0.0786,0.0842,99,Critical,botted,Reject,fake_views,large sudden view jump; views rise without matching engagement; high views with almost no comments; likes freeze while views increase,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0221,Instagram,Fitness Clip,3,31197,20274,25,684806,698,82,181,372,36330,3.01,0.1205,0.2268,0.6206,0.2029,0.1151,likes_freeze,flat_retention,1.7804,65,True,False,False,unrelated,0.9416,0.6365,0.5225,33.7775,0.001019,0.00012,0.000264,0.001403,0.053052,99,Critical,botted,Reject,fake_boost,large sudden view jump; likes freeze while views increase; low reach-to-view ratio; high profile/search-style traffic,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0029,TikTok,Mobile Game Speedrun,11,28988,3889,15,17419,1390,152,221,92,14734,8.35,0.5568,0.5623,0.0562,0.1112,0.819,smooth_gradual,gradual_drop,0.3909,3,False,False,False,relevant_discussion,0.0878,0.0644,0.0003,4.479,0.079798,0.008726,0.012687,0.101211,0.845858,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0017,Instagram,Mobile Game Speedrun,1,2668,3182,60,8927,901,25,90,21,7137,25.51,0.4251,0.6337,0.0313,0.1323,0.7705,normal_viral_smooth,gradual_drop,0.1812,2,False,False,False,short_but_relevant,0.0938,0.0657,0.0612,2.8055,0.10093,0.0028,0.010082,0.113812,0.799485,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0072,Instagram,Anime Edit,1,57086,30497,15,31893,2167,94,102,180,21327,4.82,0.3217,0.8167,0.1507,0.1386,0.6585,smooth_gradual,strong_retention,0.2651,3,False,False,False,mixed,0.0639,0.0737,0.1759,1.0458,0.067946,0.002947,0.003198,0.074091,0.668705,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0042,YouTube Shorts,Car Slideshows,13,14003,16657,25,32279,522,30,81,26,13766,17.9,0.7162,0.6616,0.0822,0.0301,0.8268,normal_viral_smooth,gradual_drop,0.19,0,False,False,False,mixed,0.0493,0.0371,0.0997,1.9379,0.016172,0.000929,0.002509,0.01961,0.426469,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0295,YouTube Shorts,Car Slideshows,14,55903,46298,45,850000,47499,0,175,183,686368,2.72,0.0605,0.3837,0.6522,0.4903,0.0,step_like_batches,broken_or_missing,0.9255,56,False,False,True,emoji_spam,0.7466,0.4252,0.5899,18.3593,0.055881,0.0,0.000206,0.056087,0.807492,99,Critical,botted,Reject,fake_views,views rise without matching engagement; high views with almost no comments; high profile/search-style traffic; comment quality: emoji_spam,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0242,TikTok,Tech Gadget,9,167,50,30,10000,72,0,4,55,6688,4.66,0.1552,0.4169,0.7866,0.251,0.0,step_like_batches,broken_or_missing,3.5411,61,False,False,True,unrelated,0.7437,0.6966,0.7806,200.0,0.0072,0.0,0.0004,0.0076,0.6688,99,Critical,botted,Reject,fake_boost,large sudden view jump; views rise without matching engagement; high views with almost no comments; high profile/search-style traffic,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0079,YouTube Shorts,Travel Hook,13,10292,4650,30,10238,115,18,34,3,6550,10.5,0.35,0.67,0.2005,0.0706,0.6416,smooth_gradual,gradual_drop,0.3522,2,False,False,False,relevant_discussion,0.0622,0.0692,0.0446,2.2017,0.011233,0.001758,0.003321,0.016312,0.639773,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0016,TikTok,Anime Edit,9,17269,25786,60,89053,5375,805,260,487,38975,42.07,0.7011,0.7061,0.2056,0.0438,0.6903,normal_viral_smooth,strong_retention,0.0763,4,False,False,False,mixed,0.0745,0.039,0.1537,3.4535,0.060357,0.00904,0.00292,0.072316,0.437661,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0152,YouTube Shorts,Tech Gadget,12,596,173,10,10000,52,5,0,6,8385,1.34,0.1339,0.4346,0.4433,0.0702,0.4153,low_engagement_smooth,sudden_drop,0.6912,33,False,False,True,mixed,0.2365,0.2612,0.464,57.8035,0.0052,0.0005,0.0,0.0057,0.8385,69,High,suspicious,Reject and ask for analytics in ticket,possible_autoswipe,views rise without matching engagement,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0224,Instagram,Finance Explainer,13,746,639,45,34134,1382,4,8,62,10444,5.22,0.116,0.5218,0.5893,0.255,0.1405,step_like_batches,very_low_watch_time,2.3401,60,True,False,True,emoji_spam,0.7291,0.7021,0.5104,53.4178,0.040487,0.000117,0.000234,0.040839,0.305971,99,Critical,botted,Reject,autoclick_autoswipe,large sudden view jump; views rise without matching engagement; likes freeze while views increase; high profile/search-style traffic,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0026,Instagram,Mobile Game Speedrun,7,23064,8571,15,9178,907,7,16,38,8581,5.06,0.3374,0.6497,0.0735,0.0383,0.8025,smooth_gradual,strong_retention,0.101,3,False,False,False,short_but_relevant,0.0097,0.077,0.1669,1.0708,0.098823,0.000763,0.001743,0.101329,0.934953,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0180,TikTok,Car Slideshows,14,90,82,8,10000,92,3,5,23,3766,1.46,0.1826,0.5731,0.5364,0.2138,0.1562,flat_then_spike,low_watch_time,1.458,19,False,False,True,emoji_spam,0.3376,0.2936,0.436,121.9512,0.0092,0.0003,0.0005,0.01,0.3766,51,Medium,suspicious,Needs Manual Review,possible_engagement_pod,large sudden view jump; views rise without matching engagement; high views with almost no comments; high profile/search-style traffic,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0179,YouTube Shorts,Finance Explainer,14,1609,1950,30,36081,58,8,41,4,21746,4.45,0.1484,0.2714,0.3823,0.1682,0.4052,late_like_spike,low_watch_time,0.6375,26,True,True,False,generic_repeated,0.2998,0.2067,0.5493,18.5031,0.001607,0.000222,0.001136,0.002966,0.602699,51,Medium,suspicious,Needs Manual Review,possible_autoswipe,likes freeze while views increase; late like spike; comment quality: generic_repeated,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0135,YouTube Shorts,Car Slideshows,4,75,50,8,10000,136,3,13,3,5304,1.71,0.2135,0.5892,0.2751,0.3597,0.3449,late_like_spike,sudden_drop,1.6044,36,False,True,True,generic_repeated,0.5193,0.4897,0.3415,200.0,0.0136,0.0003,0.0013,0.0152,0.5304,73,High,suspicious,Reject and ask for analytics in ticket,possible_autoswipe,large sudden view jump; views rise without matching engagement; high views with almost no comments; late like spike,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0278,TikTok,Finance Explainer,9,110891,74600,20,763571,48131,7,191,383,687369,2.61,0.1305,0.0806,0.4188,0.3991,0.1403,flat_then_spike,broken_or_missing,3.9243,59,False,False,True,generic_repeated,0.8224,0.4066,0.722,10.2355,0.063034,9e-06,0.00025,0.063293,0.900203,99,Critical,botted,Reject,fake_boost,large sudden view jump; views rise without matching engagement; comment quality: generic_repeated,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0223,YouTube Shorts,Car Slideshows,6,751,378,12,40724,152,4,11,16,18234,0.46,0.0383,0.2082,0.6662,0.1808,0.0642,step_like_batches,flat_retention,3.5634,8,False,False,True,generic_repeated,0.5151,0.3508,0.4551,107.7354,0.003732,9.8e-05,0.00027,0.004101,0.447746,99,Critical,botted,Reject,view_injection,large sudden view jump; views rise without matching engagement; high profile/search-style traffic; comment quality: generic_repeated,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0192,YouTube Shorts,Tech Gadget,1,81,54,20,10000,48,0,9,1,5667,2.62,0.1312,0.4534,0.1906,0.1242,0.6253,low_engagement_smooth,sudden_drop,1.3038,27,False,False,True,unrelated,0.4961,0.2238,0.3266,185.1852,0.0048,0.0,0.0009,0.0057,0.5667,66,High,suspicious,Reject and ask for analytics in ticket,possible_fake_boost,large sudden view jump; views rise without matching engagement; high views with almost no comments; comment quality: unrelated,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0255,Instagram,Anime Edit,13,1007,1119,12,139340,119,4,29,629,6858,2.25,0.1879,0.3015,0.7455,0.587,0.0,step_like_batches,very_low_watch_time,4.1993,46,False,False,True,unrelated,0.5724,0.5916,0.7815,124.5219,0.000854,2.9e-05,0.000208,0.001091,0.049218,99,Critical,botted,Reject,fake_boost,large sudden view jump; views rise without matching engagement; low reach-to-view ratio; high profile/search-style traffic,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0142,Instagram,Anime Edit,4,48569,18907,8,138536,677,93,105,298,75099,1.11,0.1387,0.663,0.5388,0.2353,0.2228,late_like_spike,sudden_drop,0.6711,10,False,True,False,unrelated,0.3075,0.2278,0.2028,7.3272,0.004887,0.000671,0.000758,0.006316,0.54209,58,Medium,suspicious,Needs Manual Review,possible_fake_views,late like spike; high profile/search-style traffic; comment quality: unrelated,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0067,Instagram,Anime Edit,4,1776,1623,20,20739,1051,70,74,19,13461,12.06,0.6031,0.5853,0.1572,0.0361,0.8019,smooth_gradual,gradual_drop,0.1503,4,False,False,False,mixed,0.0143,0.0231,0.0049,12.7782,0.050677,0.003375,0.003568,0.057621,0.649067,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0097,YouTube Shorts,Mobile Game Speedrun,14,51606,30968,30,47277,911,74,24,16,22153,23.45,0.7817,0.4943,0.0341,0.1275,0.7958,smooth_gradual,gradual_drop,0.3574,3,False,False,False,short_but_relevant,0.0859,0.047,0.0131,1.5266,0.019269,0.001565,0.000508,0.021342,0.468579,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0069,Instagram,Anime Edit,4,14391,13297,25,115470,12809,242,169,154,106044,19.06,0.7623,0.7424,0.0708,0.1399,0.7332,normal_viral_smooth,gradual_drop,0.3531,4,False,False,False,mixed,0.0383,0.0288,0.1779,8.6839,0.110929,0.002096,0.001464,0.114489,0.918368,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0094,TikTok,AI App Demo,14,156656,147918,30,141180,17518,677,555,44,67221,20.36,0.6786,0.4292,0.0155,0.1062,0.8197,smooth_gradual,gradual_drop,0.0852,3,False,False,False,relevant_discussion,0.0152,0.0661,0.094,0.9544,0.124083,0.004795,0.003931,0.132809,0.476137,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0051,TikTok,Mobile Game Speedrun,13,579,746,45,2773,209,28,8,5,2125,14.09,0.313,0.812,0.0109,0.0028,0.9326,smooth_gradual,gradual_drop,0.1236,4,False,False,False,short_but_relevant,0.029,0.0713,0.1316,3.7172,0.07537,0.010097,0.002885,0.088352,0.766318,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0070,Instagram,Anime Edit,11,230622,232953,12,574675,64868,4112,5118,1254,503803,7.79,0.6491,0.5498,0.1655,0.1352,0.618,smooth_gradual,strong_retention,0.2212,2,False,False,False,mixed,0.0824,0.0269,0.164,2.4669,0.112878,0.007155,0.008906,0.128939,0.876675,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0121,TikTok,Car Slideshows,7,2329,2359,30,128929,899,52,86,500,55455,10.12,0.3373,0.6918,0.5237,0.3434,0.0981,low_engagement_smooth,low_watch_time,0.4662,16,False,False,False,unrelated,0.2677,0.1448,0.4034,54.6541,0.006973,0.000403,0.000667,0.008043,0.43012,67,High,suspicious,Reject and ask for analytics in ticket,needs_analytics,high profile/search-style traffic; comment quality: unrelated,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0215,TikTok,AI App Demo,12,118,50,8,10000,43,0,4,36,4194,0.39,0.0482,0.4672,0.8123,0.2095,0.0,vertical_spike_no_engagement,broken_or_missing,4.0922,48,True,False,True,generic_repeated,0.8472,0.6591,0.8466,200.0,0.0043,0.0,0.0004,0.0047,0.4194,99,Critical,botted,Reject,fake_boost,large sudden view jump; views rise without matching engagement; high views with almost no comments; likes freeze while views increase,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0176,YouTube Shorts,Anime Edit,4,236,218,8,10829,145,4,0,3,6535,0.72,0.0898,0.1642,0.5132,0.2525,0.1666,low_engagement_smooth,flat_or_odd,1.4567,18,False,False,True,generic_repeated,0.4439,0.2461,0.345,49.6743,0.01339,0.000369,0.0,0.013759,0.603472,50,Medium,suspicious,Needs Manual Review,possible_engagement_pod,large sudden view jump; views rise without matching engagement; high profile/search-style traffic; comment quality: generic_repeated,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0254,YouTube Shorts,Tech Gadget,6,158,93,10,12130,51,0,2,6,6926,1.38,0.1379,0.1059,0.4126,0.4469,0.1211,step_like_batches,broken_or_missing,1.9355,14,False,False,True,emoji_spam,0.6602,0.8482,0.7125,130.4301,0.004204,0.0,0.000165,0.004369,0.570981,99,Critical,botted,Reject,fake_likes,large sudden view jump; views rise without matching engagement; high views with almost no comments; comment quality: emoji_spam,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
