submission_id,hour_since_post,views_cumulative,likes_cumulative,comments_cumulative,shares_cumulative,graph_pattern,label
GEN-003118,6,944,104,12,9,smooth_gradual,clean
GEN-003118,8,1900,140,13,10,smooth_gradual,clean
GEN-003118,10,3184,199,17,11,smooth_gradual,clean
GEN-003118,12,4144,225,20,14,smooth_gradual,clean
GEN-003118,14,4624,279,22,17,smooth_gradual,clean
GEN-003118,16,4849,307,31,18,smooth_gradual,clean
GEN-003118,18,5565,320,38,22,smooth_gradual,clean
GEN-003118,20,6674,354,42,22,smooth_gradual,clean
GEN-003118,22,8162,406,57,24,smooth_gradual,clean
GEN-003118,24,9132,424,76,25,smooth_gradual,clean
GEN-003119,0,0,0,0,0,late_like_spike,suspicious
GEN-003119,2,19156,54,19,31,late_like_spike,suspicious
GEN-003119,4,40228,109,38,62,late_like_spike,suspicious
GEN-003119,6,57284,163,57,94,late_like_spike,suspicious
GEN-003119,8,67546,218,76,126,late_like_spike,suspicious
GEN-003119,10,73311,273,95,158,late_like_spike,suspicious
GEN-003119,12,91239,328,114,190,late_like_spike,suspicious
GEN-003119,14,99538,383,133,222,late_like_spike,suspicious
GEN-003119,16,112605,438,152,254,late_like_spike,suspicious
GEN-003119,18,124779,2630,172,286,late_like_spike,suspicious
GEN-003119,20,132337,2685,192,318,late_like_spike,suspicious
GEN-003119,22,143143,2740,212,350,late_like_spike,suspicious
GEN-003119,24,152866,2795,232,382,late_like_spike,suspicious
GEN-003120,0,0,0,0,0,likes_freeze,suspicious
GEN-003120,2,5878,341,0,0,likes_freeze,suspicious
GEN-003120,4,8394,950,0,0,likes_freeze,suspicious
GEN-003120,6,15100,1576,0,0,likes_freeze,suspicious
GEN-003120,8,20571,1576,0,0,likes_freeze,suspicious
GEN-003120,10,26694,1576,0,0,likes_freeze,suspicious
GEN-003120,12,27719,1576,0,0,likes_freeze,suspicious
GEN-003120,14,45964,1576,0,12,likes_freeze,suspicious
GEN-003120,16,55938,1576,7,24,likes_freeze,suspicious
GEN-003120,18,58612,1576,14,37,likes_freeze,suspicious
GEN-003120,20,63912,1576,21,50,likes_freeze,suspicious
GEN-003120,22,65113,1576,29,63,likes_freeze,suspicious
GEN-003120,24,72010,1576,37,76,likes_freeze,suspicious
GEN-003121,0,0,0,0,0,normal_viral_smooth,clean
GEN-003121,2,1518,71,5,21,normal_viral_smooth,clean
GEN-003121,4,3079,104,23,37,normal_viral_smooth,clean
GEN-003121,6,7309,666,26,54,normal_viral_smooth,clean
GEN-003121,8,10116,768,43,70,normal_viral_smooth,clean
GEN-003121,10,14247,985,56,101,normal_viral_smooth,clean
GEN-003121,12,18325,1691,75,117,normal_viral_smooth,clean
GEN-003121,14,20194,1779,81,129,normal_viral_smooth,clean
GEN-003121,16,26636,2253,99,177,normal_viral_smooth,clean
GEN-003121,18,35642,2294,132,183,normal_viral_smooth,clean
GEN-003121,20,36607,2674,138,242,normal_viral_smooth,clean
GEN-003121,22,45769,2944,154,256,normal_viral_smooth,clean
GEN-003121,24,48865,3204,168,288,normal_viral_smooth,clean
GEN-003122,0,0,0,0,0,flat_then_spike,botted
GEN-003122,2,294,2,0,0,flat_then_spike,botted
GEN-003122,4,588,4,0,0,flat_then_spike,botted
GEN-003122,6,882,6,0,0,flat_then_spike,botted
GEN-003122,8,1176,7,0,0,flat_then_spike,botted
GEN-003122,10,107183,9,0,68,flat_then_spike,botted
GEN-003122,12,114781,11,0,72,flat_then_spike,botted
GEN-003122,14,118426,591,0,78,flat_then_spike,botted
GEN-003122,16,124060,664,0,82,flat_then_spike,botted
GEN-003122,18,137048,744,0,85,flat_then_spike,botted
GEN-003122,20,145151,801,0,92,flat_then_spike,botted
GEN-003122,22,156638,830,0,97,flat_then_spike,botted
GEN-003122,24,164559,846,0,106,flat_then_spike,botted
GEN-003123,0,0,0,0,0,vertical_spike_no_engagement,botted
GEN-003123,2,9826,28,2,4,vertical_spike_no_engagement,botted
GEN-003123,4,19652,56,5,8,vertical_spike_no_engagement,botted
GEN-003123,6,29478,84,7,12,vertical_spike_no_engagement,botted
GEN-003123,8,471658,112,10,16,vertical_spike_no_engagement,botted
GEN-003123,10,481484,140,134,20,vertical_spike_no_engagement,botted
GEN-003123,12,491310,169,137,25,vertical_spike_no_engagement,botted
GEN-003123,14,501136,198,140,229,vertical_spike_no_engagement,botted
GEN-003123,16,510962,1482,143,234,vertical_spike_no_engagement,botted
GEN-003123,18,520788,1511,146,239,vertical_spike_no_engagement,botted
GEN-003123,20,530615,1540,149,244,vertical_spike_no_engagement,botted
GEN-003123,22,540441,1569,152,249,vertical_spike_no_engagement,botted
GEN-003123,24,550268,1598,155,254,vertical_spike_no_engagement,botted
GEN-003124,0,0,0,0,0,smooth_gradual,clean
GEN-003124,2,1318,273,3,3,smooth_gradual,clean
GEN-003124,4,3108,523,8,18,smooth_gradual,clean
GEN-003124,6,4830,990,8,52,smooth_gradual,clean
GEN-003124,8,6624,1461,21,59,smooth_gradual,clean
GEN-003124,10,7743,2483,26,81,smooth_gradual,clean
GEN-003124,12,12152,4249,29,125,smooth_gradual,clean
GEN-003124,14,13812,4849,38,132,smooth_gradual,clean
GEN-003124,16,16742,5156,54,135,smooth_gradual,clean
GEN-003124,18,25744,5364,72,161,smooth_gradual,clean
GEN-003124,20,28811,5633,79,171,smooth_gradual,clean
GEN-003124,22,54795,6153,98,198,smooth_gradual,clean
GEN-003124,24,64452,7065,112,234,smooth_gradual,clean
GEN-003125,0,0,0,0,0,normal_viral_smooth,clean
GEN-003125,2,2784,150,31,1,normal_viral_smooth,clean
GEN-003125,4,8599,725,108,3,normal_viral_smooth,clean
GEN-003125,6,11530,957,134,6,normal_viral_smooth,clean
GEN-003125,8,14471,1371,189,7,normal_viral_smooth,clean
GEN-003125,10,18649,2250,206,11,normal_viral_smooth,clean
GEN-003125,12,30039,2353,292,19,normal_viral_smooth,clean
GEN-003125,14,41314,3476,301,27,normal_viral_smooth,clean
GEN-003125,16,53022,3580,377,30,normal_viral_smooth,clean
GEN-003125,18,59729,4374,397,32,normal_viral_smooth,clean
GEN-003125,20,77290,4474,468,40,normal_viral_smooth,clean
GEN-003125,22,83068,5556,541,45,normal_viral_smooth,clean
GEN-003125,24,86873,6225,724,53,normal_viral_smooth,clean
GEN-003126,0,0,0,0,0,likes_freeze,botted
GEN-003126,2,8179,55,0,0,likes_freeze,botted
GEN-003126,4,10338,196,0,0,likes_freeze,botted
GEN-003126,6,14002,331,0,0,likes_freeze,botted
GEN-003126,8,18807,517,0,0,likes_freeze,botted
GEN-003126,10,28167,548,0,0,likes_freeze,botted
GEN-003126,12,31330,548,0,0,likes_freeze,botted
GEN-003126,14,37563,548,0,0,likes_freeze,botted
GEN-003126,16,54974,548,0,0,likes_freeze,botted
GEN-003126,18,62060,548,0,0,likes_freeze,botted
GEN-003126,20,66552,548,0,1,likes_freeze,botted
GEN-003126,22,71520,548,0,2,likes_freeze,botted
GEN-003126,24,78330,548,0,3,likes_freeze,botted
GEN-003127,0,0,0,0,0,step_like_batches,suspicious
GEN-003127,2,1957,8,0,2,step_like_batches,suspicious
GEN-003127,4,3914,219,0,4,step_like_batches,suspicious
GEN-003127,6,5871,227,5,60,step_like_batches,suspicious
GEN-003127,8,7828,236,5,62,step_like_batches,suspicious
GEN-003127,10,9786,396,5,64,step_like_batches,suspicious
GEN-003127,12,73390,726,5,66,step_like_batches,suspicious
GEN-003127,14,75348,734,5,68,step_like_batches,suspicious
GEN-003127,16,132412,742,5,70,step_like_batches,suspicious
GEN-003127,18,134370,750,5,115,step_like_batches,suspicious
GEN-003127,20,190737,923,9,118,step_like_batches,suspicious
GEN-003127,22,192695,932,15,121,step_like_batches,suspicious
GEN-003127,24,194653,941,16,202,step_like_batches,suspicious
GEN-003128,0,0,0,0,0,vertical_spike_no_engagement,botted
GEN-003128,2,13390,70,3,15,vertical_spike_no_engagement,botted
GEN-003128,4,26780,140,7,30,vertical_spike_no_engagement,botted
GEN-003128,6,40170,210,11,45,vertical_spike_no_engagement,botted
GEN-003128,8,53560,280,15,60,vertical_spike_no_engagement,botted
GEN-003128,10,66950,3453,191,75,vertical_spike_no_engagement,botted
GEN-003128,12,80340,3523,195,90,vertical_spike_no_engagement,botted
GEN-003128,14,682899,3594,199,106,vertical_spike_no_engagement,botted
GEN-003128,16,696289,3665,203,803,vertical_spike_no_engagement,botted
GEN-003128,18,709679,3736,207,819,vertical_spike_no_engagement,botted
GEN-003128,20,723070,3807,211,835,vertical_spike_no_engagement,botted
GEN-003128,22,736460,3878,215,851,vertical_spike_no_engagement,botted
GEN-003128,24,749851,3949,219,867,vertical_spike_no_engagement,botted
GEN-003129,0,0,0,0,0,flat_then_spike,suspicious
GEN-003129,2,238,7,0,1,flat_then_spike,suspicious
GEN-003129,4,476,14,0,2,flat_then_spike,suspicious
GEN-003129,6,714,21,0,2,flat_then_spike,suspicious
GEN-003129,8,952,28,0,2,flat_then_spike,suspicious
GEN-003129,10,86582,35,0,194,flat_then_spike,suspicious
GEN-003129,12,95815,2460,0,206,flat_then_spike,suspicious
GEN-003129,14,101059,2698,12,212,flat_then_spike,suspicious
GEN-003129,16,104882,2849,14,230,flat_then_spike,suspicious
GEN-003129,18,113076,2995,15,237,flat_then_spike,suspicious
GEN-003129,20,118961,3252,15,262,flat_then_spike,suspicious
GEN-003129,22,125121,3373,15,286,flat_then_spike,suspicious
GEN-003129,24,134699,3613,17,299,flat_then_spike,suspicious
GEN-003130,0,0,0,0,0,vertical_spike_no_engagement,botted
GEN-003130,2,8197,15,0,9,vertical_spike_no_engagement,botted
GEN-003130,4,16394,30,0,18,vertical_spike_no_engagement,botted
GEN-003130,6,24591,45,0,27,vertical_spike_no_engagement,botted
GEN-003130,8,32788,60,0,36,vertical_spike_no_engagement,botted
GEN-003130,10,40986,75,0,46,vertical_spike_no_engagement,botted
GEN-003130,12,409881,90,0,56,vertical_spike_no_engagement,botted
GEN-003130,14,418079,105,0,66,vertical_spike_no_engagement,botted
GEN-003130,16,426277,777,0,76,vertical_spike_no_engagement,botted
GEN-003130,18,434475,792,0,510,vertical_spike_no_engagement,botted
GEN-003130,20,442673,807,0,520,vertical_spike_no_engagement,botted
GEN-003130,22,450871,822,0,530,vertical_spike_no_engagement,botted
GEN-003130,24,459069,837,0,540,vertical_spike_no_engagement,botted
GEN-003131,0,0,0,0,0,late_like_spike,suspicious
GEN-003131,2,13846,8,0,0,late_like_spike,suspicious
GEN-003131,4,23828,16,0,0,late_like_spike,suspicious
GEN-003131,6,29441,24,0,0,late_like_spike,suspicious
GEN-003131,8,38663,32,0,0,late_like_spike,suspicious
GEN-003131,10,49143,40,0,0,late_like_spike,suspicious
GEN-003131,12,52721,48,0,0,late_like_spike,suspicious
GEN-003131,14,64016,56,0,0,late_like_spike,suspicious
GEN-003131,16,68472,64,4,42,late_like_spike,suspicious
GEN-003131,18,71395,72,9,84,late_like_spike,suspicious
GEN-003131,20,78388,80,14,126,late_like_spike,suspicious
GEN-003131,22,85629,88,19,168,late_like_spike,suspicious
GEN-003131,24,96326,411,24,210,late_like_spike,suspicious
GEN-003132,0,0,0,0,0,likes_freeze,suspicious
GEN-003132,2,103209,7532,45,0,likes_freeze,suspicious
GEN-003132,4,121810,11237,90,0,likes_freeze,suspicious
GEN-003132,6,261683,19002,135,0,likes_freeze,suspicious
GEN-003132,8,295938,21383,180,0,likes_freeze,suspicious
GEN-003132,10,563344,29344,225,0,likes_freeze,suspicious
GEN-003132,12,630887,29344,271,226,likes_freeze,suspicious
GEN-003132,14,808452,29344,317,453,likes_freeze,suspicious
GEN-003132,16,939165,29344,363,680,likes_freeze,suspicious
GEN-003132,18,979017,29344,409,907,likes_freeze,suspicious
GEN-003132,20,1043491,29344,455,1134,likes_freeze,suspicious
GEN-003132,22,1136529,29344,501,1361,likes_freeze,suspicious
GEN-003132,24,1345790,29344,547,1588,likes_freeze,suspicious
GEN-003133,0,0,0,0,0,normal_viral_smooth,clean
GEN-003133,2,53,33,4,4,normal_viral_smooth,clean
GEN-003133,4,516,73,5,12,normal_viral_smooth,clean
GEN-003133,6,1123,76,7,19,normal_viral_smooth,clean
GEN-003133,8,1666,83,10,33,normal_viral_smooth,clean
GEN-003133,10,2869,183,10,41,normal_viral_smooth,clean
GEN-003133,12,3133,233,17,42,normal_viral_smooth,clean
GEN-003133,14,3995,270,19,47,normal_viral_smooth,clean
GEN-003133,16,4228,310,23,53,normal_viral_smooth,clean
GEN-003133,18,5021,369,27,57,normal_viral_smooth,clean
GEN-003133,20,5481,441,37,59,normal_viral_smooth,clean
GEN-003133,22,6035,495,42,63,normal_viral_smooth,clean
GEN-003133,24,7560,570,44,74,normal_viral_smooth,clean
GEN-003134,0,0,0,0,0,step_like_batches,suspicious
GEN-003134,2,370,9,0,0,step_like_batches,suspicious
GEN-003134,4,740,192,0,0,step_like_batches,suspicious
GEN-003134,6,1110,201,10,0,step_like_batches,suspicious
GEN-003134,8,8316,487,16,0,step_like_batches,suspicious
GEN-003134,10,8686,496,16,0,step_like_batches,suspicious
GEN-003134,12,9056,780,16,1,step_like_batches,suspicious
GEN-003134,14,23792,789,16,11,step_like_batches,suspicious
GEN-003134,16,24162,798,16,12,step_like_batches,suspicious
GEN-003134,18,24532,807,26,27,step_like_batches,suspicious
GEN-003134,20,24902,816,34,40,step_like_batches,suspicious
GEN-003134,22,25272,825,42,41,step_like_batches,suspicious
GEN-003134,24,36713,1113,43,42,step_like_batches,suspicious
GEN-003135,0,0,0,0,0,flat_then_spike,suspicious
GEN-003135,2,591,16,1,0,flat_then_spike,suspicious
GEN-003135,4,1182,32,2,0,flat_then_spike,suspicious
GEN-003135,6,1773,48,3,0,flat_then_spike,suspicious
GEN-003135,8,2364,64,253,0,flat_then_spike,suspicious
GEN-003135,10,2955,80,272,118,flat_then_spike,suspicious
GEN-003135,12,3546,96,298,134,flat_then_spike,suspicious
GEN-003135,14,216282,5795,309,148,flat_then_spike,suspicious
GEN-003135,16,241033,6153,316,157,flat_then_spike,suspicious
GEN-003135,18,252645,6532,339,163,flat_then_spike,suspicious
GEN-003135,20,281734,6784,368,168,flat_then_spike,suspicious
GEN-003135,22,303187,7016,376,181,flat_then_spike,suspicious
GEN-003135,24,320977,7199,401,192,flat_then_spike,suspicious
GEN-003136,0,0,0,0,0,low_engagement_smooth,suspicious
GEN-003136,2,1622,29,16,0,low_engagement_smooth,suspicious
GEN-003136,4,13238,160,48,0,low_engagement_smooth,suspicious
GEN-003136,6,26516,200,60,0,low_engagement_smooth,suspicious
GEN-003136,8,34177,232,75,0,low_engagement_smooth,suspicious
GEN-003136,10,42641,287,91,0,low_engagement_smooth,suspicious
GEN-003136,12,44901,312,106,0,low_engagement_smooth,suspicious
GEN-003136,14,59883,340,128,0,low_engagement_smooth,suspicious
GEN-003136,16,69508,370,133,0,low_engagement_smooth,suspicious
GEN-003136,18,95368,377,145,0,low_engagement_smooth,suspicious
GEN-003136,20,106931,393,150,0,low_engagement_smooth,suspicious
GEN-003136,22,124095,414,167,0,low_engagement_smooth,suspicious
GEN-003136,24,132676,475,181,0,low_engagement_smooth,suspicious
GEN-003137,0,0,0,0,0,likes_freeze,suspicious
GEN-003137,2,1674,421,0,0,likes_freeze,suspicious
GEN-003137,4,6132,984,0,0,likes_freeze,suspicious
GEN-003137,6,15190,1762,0,0,likes_freeze,suspicious
GEN-003137,8,22159,2150,0,0,likes_freeze,suspicious
GEN-003137,10,27222,2150,0,0,likes_freeze,suspicious
GEN-003137,12,31928,2150,0,0,likes_freeze,suspicious
GEN-003137,14,37491,2150,0,6,likes_freeze,suspicious
GEN-003137,16,53997,2150,24,12,likes_freeze,suspicious
GEN-003137,18,59829,2150,48,18,likes_freeze,suspicious
GEN-003137,20,76566,2150,72,24,likes_freeze,suspicious
GEN-003137,22,82176,2150,96,30,likes_freeze,suspicious
GEN-003137,24,83407,2150,121,37,likes_freeze,suspicious
GEN-003138,0,0,0,0,0,flat_then_spike,botted
GEN-003138,2,184,1,0,0,flat_then_spike,botted
GEN-003138,4,368,2,0,0,flat_then_spike,botted
GEN-003138,6,552,3,0,0,flat_then_spike,botted
GEN-003138,8,66725,393,0,0,flat_then_spike,botted
GEN-003138,10,68695,439,0,0,flat_then_spike,botted
GEN-003138,12,76060,478,0,76,flat_then_spike,botted
GEN-003138,14,80702,523,22,86,flat_then_spike,botted
GEN-003138,16,83903,556,23,91,flat_then_spike,botted
GEN-003138,18,92798,591,25,96,flat_then_spike,botted
GEN-003138,20,94792,610,26,101,flat_then_spike,botted
GEN-003138,22,102349,650,28,105,flat_then_spike,botted
GEN-003138,24,108123,703,30,111,flat_then_spike,botted
GEN-003139,0,0,0,0,0,step_like_batches,botted
GEN-003139,2,2943,9,0,0,step_like_batches,botted
GEN-003139,4,5887,339,0,1,step_like_batches,botted
GEN-003139,6,8831,348,0,2,step_like_batches,botted
GEN-003139,8,11774,660,0,2,step_like_batches,botted
GEN-003139,10,14718,670,0,3,step_like_batches,botted
GEN-003139,12,102201,679,0,4,step_like_batches,botted
GEN-003139,14,105145,972,0,5,step_like_batches,botted
GEN-003139,16,108089,982,0,26,step_like_batches,botted
GEN-003139,18,187014,992,0,27,step_like_batches,botted
GEN-003139,20,189958,1002,0,28,step_like_batches,botted
GEN-003139,22,192902,1012,0,41,step_like_batches,botted
GEN-003139,24,294612,1022,0,64,step_like_batches,botted
GEN-003140,0,0,0,0,0,step_like_batches,botted
GEN-003140,2,1927,20,1,1,step_like_batches,botted
GEN-003140,4,3854,813,26,3,step_like_batches,botted
GEN-003140,6,80930,1436,48,5,step_like_batches,botted
GEN-003140,8,151709,2210,49,6,step_like_batches,botted
GEN-003140,10,153637,2231,49,54,step_like_batches,botted
GEN-003140,12,228182,2251,50,101,step_like_batches,botted
GEN-003140,14,230109,2967,51,143,step_like_batches,botted
GEN-003140,16,232037,3361,52,145,step_like_batches,botted
GEN-003140,18,284577,3382,70,186,step_like_batches,botted
GEN-003140,20,286505,3403,71,188,step_like_batches,botted
GEN-003140,22,288433,3424,89,190,step_like_batches,botted
GEN-003140,24,361742,3445,90,192,step_like_batches,botted
GEN-003141,0,0,0,0,0,normal_viral_smooth,clean
GEN-003141,2,1023,6,4,1,normal_viral_smooth,clean
GEN-003141,4,1759,46,7,1,normal_viral_smooth,clean
GEN-003141,6,2239,115,15,1,normal_viral_smooth,clean
GEN-003141,8,3130,174,17,2,normal_viral_smooth,clean
GEN-003141,10,4670,237,18,3,normal_viral_smooth,clean
GEN-003141,12,4952,317,23,4,normal_viral_smooth,clean
GEN-003141,14,6065,325,30,4,normal_viral_smooth,clean
GEN-003141,16,6701,361,50,9,normal_viral_smooth,clean
GEN-003141,18,7755,383,59,11,normal_viral_smooth,clean
GEN-003141,20,8605,441,80,13,normal_viral_smooth,clean
GEN-003141,22,9715,504,89,14,normal_viral_smooth,clean
GEN-003141,24,11327,599,117,15,normal_viral_smooth,clean
GEN-003142,0,0,0,0,0,flat_then_spike,botted
GEN-003142,2,4583,34,1,3,flat_then_spike,botted
GEN-003142,4,9166,68,2,7,flat_then_spike,botted
GEN-003142,6,13749,102,3,10,flat_then_spike,botted
GEN-003142,8,18332,136,4,13,flat_then_spike,botted
GEN-003142,10,1668192,170,350,16,flat_then_spike,botted
GEN-003142,12,1866292,204,384,20,flat_then_spike,botted
GEN-003142,14,2046255,12326,412,1269,flat_then_spike,botted
GEN-003142,16,2201012,13329,457,1342,flat_then_spike,botted
GEN-003142,18,2341560,14037,477,1413,flat_then_spike,botted
GEN-003142,20,2562257,15027,513,1461,flat_then_spike,botted
GEN-003142,22,2777614,15616,550,1545,flat_then_spike,botted
GEN-003142,24,2864302,16286,576,1594,flat_then_spike,botted
GEN-003143,0,0,0,0,0,flat_then_spike,suspicious
GEN-003143,2,47,1,0,0,flat_then_spike,suspicious
GEN-003143,4,94,2,0,0,flat_then_spike,suspicious
GEN-003143,6,141,2,0,0,flat_then_spike,suspicious
GEN-003143,8,188,219,0,1,flat_then_spike,suspicious
GEN-003143,10,17022,247,0,1,flat_then_spike,suspicious
GEN-003143,12,19133,271,6,1,flat_then_spike,suspicious
GEN-003143,14,21369,291,7,1,flat_then_spike,suspicious
GEN-003143,16,22666,303,8,1,flat_then_spike,suspicious
GEN-003143,18,23297,329,8,1,flat_then_spike,suspicious
GEN-003143,20,24724,346,8,1,flat_then_spike,suspicious
GEN-003143,22,26376,370,9,1,flat_then_spike,suspicious
GEN-003143,24,28566,399,9,1,flat_then_spike,suspicious
GEN-003144,0,0,0,0,0,likes_freeze,suspicious
GEN-003144,2,3966,94,4,0,likes_freeze,suspicious
GEN-003144,4,14204,2089,8,0,likes_freeze,suspicious
GEN-003144,6,21902,3147,12,0,likes_freeze,suspicious
GEN-003144,8,43845,3147,16,0,likes_freeze,suspicious
GEN-003144,10,50543,3147,20,0,likes_freeze,suspicious
GEN-003144,12,54365,3147,24,0,likes_freeze,suspicious
GEN-003144,14,61754,3147,28,0,likes_freeze,suspicious
GEN-003144,16,63259,3147,33,0,likes_freeze,suspicious
GEN-003144,18,68822,3147,38,2,likes_freeze,suspicious
GEN-003144,20,79660,3147,43,4,likes_freeze,suspicious
GEN-003144,22,86846,3147,48,6,likes_freeze,suspicious
GEN-003144,24,95166,3147,53,9,likes_freeze,suspicious
GEN-003145,0,0,0,0,0,late_like_spike,suspicious
GEN-003145,2,33750,82,7,30,late_like_spike,suspicious
GEN-003145,4,45943,164,14,61,late_like_spike,suspicious
GEN-003145,6,82910,246,21,92,late_like_spike,suspicious
GEN-003145,8,85749,328,28,123,late_like_spike,suspicious
GEN-003145,10,97093,410,35,154,late_like_spike,suspicious
GEN-003145,12,102921,492,42,185,late_like_spike,suspicious
GEN-003145,14,109141,574,49,216,late_like_spike,suspicious
GEN-003145,16,110618,656,56,247,late_like_spike,suspicious
GEN-003145,18,139642,738,64,278,late_like_spike,suspicious
GEN-003145,20,204698,820,72,309,late_like_spike,suspicious
GEN-003145,22,217615,903,80,340,late_like_spike,suspicious
GEN-003145,24,246231,4187,88,371,late_like_spike,suspicious
GEN-003146,0,0,0,0,0,likes_freeze,suspicious
GEN-003146,2,2140,629,0,0,likes_freeze,suspicious
GEN-003146,4,14340,821,0,0,likes_freeze,suspicious
GEN-003146,6,15771,912,0,0,likes_freeze,suspicious
GEN-003146,8,18636,912,0,0,likes_freeze,suspicious
GEN-003146,10,24506,912,0,0,likes_freeze,suspicious
GEN-003146,12,26829,912,12,32,likes_freeze,suspicious
GEN-003146,14,46207,912,25,64,likes_freeze,suspicious
GEN-003146,16,68018,912,38,96,likes_freeze,suspicious
GEN-003146,18,69688,912,51,128,likes_freeze,suspicious
GEN-003146,20,83666,912,64,160,likes_freeze,suspicious
GEN-003146,22,89342,912,77,193,likes_freeze,suspicious
GEN-003146,24,91453,912,90,226,likes_freeze,suspicious
GEN-003147,0,0,0,0,0,step_like_batches,botted
GEN-003147,2,2632,8,0,2,step_like_batches,botted
GEN-003147,4,81761,237,0,38,step_like_batches,botted
GEN-003147,6,84393,417,1,40,step_like_batches,botted
GEN-003147,8,87025,631,2,42,step_like_batches,botted
GEN-003147,10,89657,639,2,44,step_like_batches,botted
GEN-003147,12,92289,647,3,46,step_like_batches,botted
GEN-003147,14,142472,655,3,48,step_like_batches,botted
GEN-003147,16,145104,664,3,97,step_like_batches,botted
GEN-003147,18,147736,993,3,99,step_like_batches,botted
GEN-003147,20,150368,1002,3,145,step_like_batches,botted
GEN-003147,22,153000,1011,3,147,step_like_batches,botted
GEN-003147,24,231178,1020,3,222,step_like_batches,botted
GEN-003148,0,0,0,0,0,step_like_batches,botted
GEN-003148,2,776,4,0,0,step_like_batches,botted
GEN-003148,4,21629,146,0,6,step_like_batches,botted
GEN-003148,6,43441,150,0,6,step_like_batches,botted
GEN-003148,8,63086,154,0,6,step_like_batches,botted
GEN-003148,10,63862,158,0,10,step_like_batches,botted
GEN-003148,12,84955,270,0,10,step_like_batches,botted
GEN-003148,14,85731,274,0,10,step_like_batches,botted
GEN-003148,16,86507,278,0,16,step_like_batches,botted
GEN-003148,18,87284,282,0,16,step_like_batches,botted
GEN-003148,20,88061,417,0,16,step_like_batches,botted
GEN-003148,22,88838,422,0,23,step_like_batches,botted
GEN-003148,24,89615,426,0,23,step_like_batches,botted
GEN-003149,0,0,0,0,0,normal_viral_smooth,clean
GEN-003149,2,549,15,1,0,normal_viral_smooth,clean
GEN-003149,4,745,131,4,1,normal_viral_smooth,clean
GEN-003149,6,1870,143,9,2,normal_viral_smooth,clean
GEN-003149,8,1973,147,10,2,normal_viral_smooth,clean
GEN-003149,10,2226,153,18,2,normal_viral_smooth,clean
GEN-003149,12,2269,184,21,3,normal_viral_smooth,clean
GEN-003149,14,2640,185,26,4,normal_viral_smooth,clean
GEN-003149,16,3195,251,29,5,normal_viral_smooth,clean
GEN-003149,18,3533,258,33,6,normal_viral_smooth,clean
GEN-003149,20,3723,374,38,7,normal_viral_smooth,clean
GEN-003149,22,4920,405,39,9,normal_viral_smooth,clean
GEN-003149,24,5291,415,43,11,normal_viral_smooth,clean
GEN-003150,0,0,0,0,0,flat_then_spike,suspicious
GEN-003150,2,131,3,0,0,flat_then_spike,suspicious
GEN-003150,4,262,6,0,0,flat_then_spike,suspicious
GEN-003150,6,393,9,0,0,flat_then_spike,suspicious
GEN-003150,8,524,12,0,108,flat_then_spike,suspicious
GEN-003150,10,655,15,0,115,flat_then_spike,suspicious
GEN-003150,12,47822,18,12,121,flat_then_spike,suspicious
GEN-003150,14,49559,1094,13,126,flat_then_spike,suspicious
GEN-003150,16,55228,1129,14,131,flat_then_spike,suspicious
GEN-003150,18,61186,1244,16,136,flat_then_spike,suspicious
GEN-003150,20,64624,1344,17,148,flat_then_spike,suspicious
GEN-003150,22,70361,1381,18,161,flat_then_spike,suspicious
GEN-003150,24,74115,1440,19,174,flat_then_spike,suspicious
GEN-003151,0,0,0,0,0,smooth_gradual,clean
GEN-003151,2,965,102,4,20,smooth_gradual,clean
GEN-003151,4,6100,223,9,38,smooth_gradual,clean
GEN-003151,6,6829,462,11,53,smooth_gradual,clean
GEN-003151,8,6971,798,14,79,smooth_gradual,clean
GEN-003151,10,14099,1022,19,104,smooth_gradual,clean
GEN-003151,12,16776,1364,27,115,smooth_gradual,clean
GEN-003151,14,17609,1626,34,123,smooth_gradual,clean
GEN-003151,16,18349,1752,36,138,smooth_gradual,clean
GEN-003151,18,26919,2158,40,158,smooth_gradual,clean
GEN-003151,20,31715,2320,55,167,smooth_gradual,clean
GEN-003151,22,38726,2623,69,177,smooth_gradual,clean
GEN-003151,24,41298,3230,72,235,smooth_gradual,clean
GEN-003152,0,0,0,0,0,smooth_gradual,clean
GEN-003152,2,1042,83,8,6,smooth_gradual,clean
GEN-003152,4,3945,223,10,11,smooth_gradual,clean
GEN-003152,6,5111,288,14,32,smooth_gradual,clean
GEN-003152,8,9213,448,36,49,smooth_gradual,clean
GEN-003152,10,10612,877,53,54,smooth_gradual,clean
GEN-003152,12,11321,1094,84,60,smooth_gradual,clean
GEN-003152,14,15325,1209,103,88,smooth_gradual,clean
GEN-003152,16,18351,1514,112,125,smooth_gradual,clean
GEN-003152,18,22134,1701,146,137,smooth_gradual,clean
GEN-003152,20,23476,1993,183,194,smooth_gradual,clean
GEN-003152,22,24538,2857,192,227,smooth_gradual,clean
GEN-003152,24,29988,3202,225,231,smooth_gradual,clean
GEN-003153,0,0,0,0,0,flat_then_spike,botted
GEN-003153,2,189,1,0,0,flat_then_spike,botted
GEN-003153,4,378,2,0,0,flat_then_spike,botted
GEN-003153,6,567,3,0,0,flat_then_spike,botted
GEN-003153,8,756,3,0,25,flat_then_spike,botted
GEN-003153,10,68858,4,0,27,flat_then_spike,botted
